,CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
2624,20,3,2017,24,3,2017,H1B,IBM CORPORATION,NC,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,86694.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,80032.8,100000.8,Year,N,N,CA,95833,DENIED
2625,18,3,2017,23,3,2017,H1B,WB SOLUTIONS LLC,FL,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,62379.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,Y,N,FL,33637,CERTIFIED
2626,21,3,2017,23,3,2017,H1B,UMBONO INVESTMENTS US LLC,TX,UNITED STATES OF AMERICA,SCIENTIST,21111.0,1,Y,62546.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,63000.0,69000.0,Year,N,N,MI,49684,DENIED
2627,10,3,2017,16,3,2017,H1B,COMPETENT SYSTEMS INC,GA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,62754.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,60000.0,80000.0,Year,Y,N,TX,75254,DENIED
2628,19,4,2017,25,4,2017,H1B,AOB TECHNOLOGY GROUP INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,33521.0,1,Y,75338.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,75600.0,0.0,Year,N,N,CA,91761,DENIED
2629,19,6,2017,22,6,2017,H1B,CARMAX AUTO SUPERSTORES SERVICES INC,VA,UNITED STATES OF AMERICA,SCIENTIST,44112.0,1,Y,97427.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,95100.0,142700.0,Year,N,N,VA,23238,DENIED
2631,13,6,2017,14,6,2017,H1B,INOVALON INC,MD,UNITED STATES OF AMERICA,SCIENTIST,541690.0,1,Y,137682.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,132682.0,142682.0,Year,N,N,MD,20715,DENIED
2633,27,3,2017,31,3,2017,H1B,PARTSITES LLC,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541613.0,1,Y,44637.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,45000.0,0.0,Year,N,N,FL,33130,CERTIFIED
2635,18,1,2017,23,1,2017,H1B,BANK OF COMMERCE,OK,UNITED STATES OF AMERICA,MARKETING,522110.0,1,Y,38917.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,32960.0,0.0,Year,N,N,OK,73533,DENIED
2636,15,12,2016,21,12,2016,H1B,CISCO SYSTEMS INC,CA,UNITED STATES OF AMERICA,ANALYSTS,334111.0,50,Y,122641.0,Year,Other,2016.0,RADFORD GLOBAL SURVEY,122641.0,135000.0,Year,N,N,CA,95134,CERTIFIED
2638,21,3,2017,11,4,2017,H1B,PORTAL CONSULTING INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,5415.0,1,Y,52125.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,53000.0,0.0,Year,Y,N,NJ,8873,CERTIFIEDWITHDRAWN
2639,15,12,2016,21,3,2017,H1B,TECHNICAL STRATEGIES INC,VA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,82534.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,84100.0,0.0,Year,Y,N,VA,20151,CERTIFIEDWITHDRAWN
2641,16,2,2017,23,2,2017,H1B,E*TRADE FINANCIAL CORPORATION,NY,UNITED STATES OF AMERICA,ACCOUNTANTS,523999.0,1,Y,76898.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,76898.0,0.0,Year,N,N,GA,30005,CERTIFIED
2642,21,3,2016,12,4,2017,H1B,INTALENT LLC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,26520.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,OK,73401,CERTIFIEDWITHDRAWN
2643,20,6,2016,16,3,2017,H1B,ERICSSON INC,TX,UNITED STATES OF AMERICA,ACTUARIES,334220.0,1,Y,70648.0,Year,Other,2016.0,DIETRICH ENGINEERING SALARY SURVEY,70648.0,98687.0,Year,N,N,TX,75024,CERTIFIEDWITHDRAWN
2644,23,1,2017,25,1,2017,H1B,BOR USGA OBO AUGUSTA UNIVERSITY,GA,UNITED STATES OF AMERICA,DOCTORS,611310.0,1,Y,59725.0,Year,Other,2016.0,AAMC SURVEY OF RESIDENT FELLOW STIPENDS,59725.0,0.0,Year,N,N,GA,30912,DENIED
2645,8,2,2017,24,2,2017,H1B,MANAGEMENT HEALTH SYSTEMS LLC,FL,UNITED STATES OF AMERICA,ANALYSTS,561310.0,5,Y,26.26,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,27.2,0.0,Hour,Y,N,CA,92675,CERTIFIEDWITHDRAWN
2647,10,1,2017,12,1,2017,H1B,3PL WAREHOUSING and DISTRIBUTION LLC,CA,UNITED STATES OF AMERICA,HEALTHCARE,49311.0,1,Y,79019.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,83018.0,0.0,Year,N,N,CA,90601,DENIED
2649,12,5,2017,18,5,2017,H1B,INFOSYS LIMITED,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,91603.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,95962.0,0.0,Year,Y,N,CT,6183,CERTIFIED
2650,20,3,2017,24,3,2017,H1B,ONTARIO LODGING ASSOCIATES LLC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,721110.0,1,N,25.02,Hour,OES,2017.0,OFLC ONLINE DATA CENTER,25.02,0.0,Hour,N,N,CA,91761,DENIED
2652,3,9,2014,24,3,2017,H1B,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,TX,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,42578.0,Year,OES,2014.0,NONE,47820.0,0.0,Year,N,N,TX,78229,CERTIFIEDWITHDRAWN
2654,19,3,2017,23,3,2017,H1B,4 SERV SOLUTIONS INC,MI,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,61963.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,61963.0,70000.0,Year,Y,N,MI,48767,CERTIFIED
2656,9,7,2015,10,11,2016,H1B,HARMONY SCHOOL OF ADVANCEMENT,TX,UNITED STATES OF AMERICA,ANALYSTS,611110.0,1,Y,41912.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,41912.0,0.0,Year,N,N,TX,77038,CERTIFIEDWITHDRAWN
2657,5,3,2017,6,6,2017,H1B,WIPRO LLC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,3,Y,74568.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74568.0,0.0,Year,Y,N,TX,77002,CERTIFIEDWITHDRAWN
2658,13,8,2015,27,6,2017,H1B,VIOLIN MEMORY INC,CA,UNITED STATES OF AMERICA,ANALYSTS,334112.0,1,Y,157477.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,170000.0,0.0,Year,N,N,CA,95054,CERTIFIEDWITHDRAWN
2659,30,3,2017,5,4,2017,H1B,POLARIS CONSULTING and SERVICES LTD,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512.0,1,Y,90376.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,90376.0,0.0,Year,Y,N,NJ,7310,CERTIFIED
2660,9,12,2016,15,12,2016,H1B,3I INFOTECH INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541519.0,1,Y,66518.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,67000.0,0.0,Year,Y,N,DC,20024,CERTIFIED
2661,26,3,2017,30,3,2017,H1B,TECHASPECT SOLUTIONS INC,CA,UNITED STATES OF AMERICA,HEALTHCARE,541511.0,1,Y,65562.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,80000.0,0.0,Year,Y,N,CA,94538,CERTIFIED
2663,24,2,2017,2,3,2017,H1B,TECH MAHINDRA AMERICASINC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,80996.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,80996.0,0.0,Year,Y,N,NJ,7059,CERTIFIED
2664,8,3,2017,7,4,2017,H1B,PROTOCOL INFOTECH INC,FL,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,65021.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,66000.0,0.0,Year,Y,N,FL,33166,CERTIFIEDWITHDRAWN
2665,3,10,2016,3,11,2016,H1B,NORTHWESTERN UNIVERSITY,IL,UNITED STATES OF AMERICA,SCIENTIST,611310.0,1,Y,54621.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,54621.0,0.0,Year,N,N,IL,60611,CERTIFIEDWITHDRAWN
2666,20,4,2017,26,4,2017,H1B,TECHNUMEN INC,NJ,UNITED STATES OF AMERICA,EDUCATION,541511.0,1,Y,70221.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70221.0,0.0,Year,Y,N,NJ,8854,CERTIFIED
2667,29,3,2017,4,4,2017,H1B,CARING ANGELS INC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,621610.0,2,Y,27.98,Hour,Other,2017.0,OFLC ONLINE DATA CENTER,27.98,0.0,Hour,N,N,NY,11377,DENIED
2668,12,1,2017,19,1,2017,H1B,INFINITE COMPUTING SYSTEMS INC,IA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5415.0,1,Y,68557.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,68557.0,0.0,Year,Y,N,MN,55423,CERTIFIED
2669,24,3,2017,31,3,2017,H1B,MY BENEFITS LLC,GA,UNITED STATES OF AMERICA,ANALYSTS,524292.0,1,Y,29474.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,33500.0,41000.0,Year,N,N,GA,30341,DENIED
2670,2,2,2017,3,3,2017,H1B,CIRA INFOTECH INC,GA,UNITED STATES OF AMERICA,ACCOUNTANTS,541511.0,1,Y,54704.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,GA,30022,CERTIFIEDWITHDRAWN
2671,15,1,2015,5,5,2017,H1B,WINDYCITY TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,72779.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,Y,N,OH,43219,CERTIFIEDWITHDRAWN
2673,20,12,2016,27,12,2016,H1B,INSPIRED TECHNOLOGY CONCEPTS INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,238210.0,1,Y,62000.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,62000.0,0.0,Year,Y,N,IL,60007,DENIED
2674,7,3,2016,19,10,2016,H1B,SATIN SOLUTIONS LLC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,63877.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,68000.0,0.0,Year,Y,N,NJ,8873,CERTIFIEDWITHDRAWN
2675,4,4,2017,6,4,2017,H1B,NEXFIL USA INC,CA,UNITED STATES OF AMERICA,MARKETING,424610.0,1,Y,54974.0,Year,OES,2017.0,NONE,55000.0,0.0,Year,N,N,CA,90248,DENIED
2676,15,3,2017,16,3,2017,H1B,MICROBLEND INC,AZ,UNITED STATES OF AMERICA,SCIENTIST,325510.0,1,Y,59488.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,N,N,AZ,85233,DENIED
2677,6,2,2017,10,2,2017,H1B,LIN LAW GROUP PC,NV,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541110.0,1,Y,67850.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,72000.0,0.0,Year,N,N,NV,89146,CERTIFIED
2679,15,2,2017,17,2,2017,H1B,IBM INDIA PRIVATE LIMITED,NC,UNITED STATES OF AMERICA,MARKETING,54151.0,1,Y,83013.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,82187.0,84739.0,Year,N,N,TX,77077,DENIED
2680,16,6,2017,22,6,2017,H1B,IBM CORPORATION,NC,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,70117.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,88603.2,88603.2,Year,N,N,NV,89119,CERTIFIED
2681,26,7,2016,11,12,2016,H1B,COLUMBIA UNIVERSITY,NY,UNITED STATES OF AMERICA,EDUCATION,611310.0,1,Y,42120.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,65957.0,0.0,Year,N,N,NY,10025,CERTIFIEDWITHDRAWN
2682,9,3,2017,16,3,2017,H1B,HGST INC,CA,UNITED STATES OF AMERICA,ANALYSTS,334112.0,1,Y,76865.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,76856.0,96000.0,Year,N,N,CO,80920,DENIED
2683,29,10,2015,22,5,2017,H1B,INTEGRATED RESOURCES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,561320.0,1,Y,49.89,Hour,Other,2015.0,OFLC ONLINE DATA CENTER,65.0,0.0,Hour,Y,N,CA,94404,CERTIFIEDWITHDRAWN
2684,20,3,2017,23,3,2017,H1B,THE UNIVERSITY OF TEXAS AT DALLAS,TX,UNITED STATES OF AMERICA,SCIENTIST,6113.0,2,Y,74793.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,146666.67,0.0,Year,N,N,TX,75080,DENIED
2685,29,4,2015,27,10,2016,H1B,SUNTRUST BANKS INC,GA,UNITED STATES OF AMERICA,ANALYSTS,522110.0,1,Y,73237.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,90000.0,0.0,Year,N,N,GA,30308,CERTIFIEDWITHDRAWN
2686,24,3,2017,30,3,2017,H1B,GLOBAL EAGLE ENTERTAINMENT INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,512110.0,1,Y,63690.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,N,N,CA,92606,DENIED
2687,19,8,2015,14,4,2017,H1B,NORTHWESTERN UNIVERSITY,IL,UNITED STATES OF AMERICA,SCIENTIST,611310.0,1,Y,41267.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,42639.96,0.0,Year,N,N,IL,60611,CERTIFIEDWITHDRAWN
2688,21,3,2017,27,3,2017,H1B,GOLDSTON LEV LLC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,454113.0,1,Y,75795.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,76000.0,0.0,Year,N,N,NJ,8816,CERTIFIED
2690,9,1,2017,12,1,2017,H1B,DELOITTE CONSULTING LLP,PA,UNITED STATES OF AMERICA,MARKETING,54161.0,15,Y,91666.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,104936.0,0.0,Year,N,N,PA,19103,DENIED
2693,25,1,2017,31,1,2017,H1B,TECH MAHINDRA AMERICASINC,TX,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,73383.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,73383.0,0.0,Year,Y,N,WI,53226,CERTIFIED
2694,27,6,2014,18,1,2017,H1B,COOLSOFT LLC,KY,UNITED STATES OF AMERICA,ANALYSTS,541500.0,1,Y,35.04,Hour,OES,2013.0,OFLC ONLINE DATA CENTER,35.04,0.0,Hour,Y,N,MD,21202,CERTIFIEDWITHDRAWN
2695,6,9,2016,24,10,2016,H1B,KPMG LLP,TX,UNITED STATES OF AMERICA,SCIENTIST,54121.0,1,Y,56701.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,59200.0,81500.0,Year,N,N,PA,15219,CERTIFIEDWITHDRAWN
2697,20,3,2015,17,1,2017,H1B,DREAMWORKS ANIMATION LLC,CA,UNITED STATES OF AMERICA,ANALYSTS,512110.0,1,Y,124717.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,165000.0,0.0,Year,N,N,CA,91201,CERTIFIEDWITHDRAWN
2698,8,3,2017,10,3,2017,H1B,PURE HANDS INC,TX,UNITED STATES OF AMERICA,DOCTORS,813219.0,1,Y,186056.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,50000.0,0.0,Year,N,N,TX,75048,DENIED
2699,19,1,2017,25,1,2017,H1B,APLOMB TECHNOLOGIES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,48131.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,FL,33610,CERTIFIED
2700,4,1,2017,6,1,2017,H1B,PAYPAL INC,CA,UNITED STATES OF AMERICA,ANALYSTS,522320.0,1,Y,82472.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,115000.0,0.0,Year,N,N,CA,95131,DENIED
2701,15,11,2016,12,1,2017,H1B,DICE IT SOLUTIONS LLC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,78832.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,79000.0,100000.0,Year,Y,N,NC,28202,CERTIFIEDWITHDRAWN
2703,4,1,2017,18,1,2017,H1B,SYNTEL CONSULTING INC,MI,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,94619.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,94619.0,0.0,Year,Y,N,CA,95131,CERTIFIEDWITHDRAWN
2705,13,3,2017,18,3,2017,H1B,BIG APPLE INFOTECH LLC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,60070.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,Y,N,KY,40324,CERTIFIEDWITHDRAWN
2706,10,11,2016,17,11,2016,H1B,LETS DANCE FL LLC,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,71112.0,1,N,10.06,Hour,Other,2014.0,FLORIDA DEPT OF ECONOMIC OPPORTUNITY,10.06,0.0,Hour,N,N,FL,33761,DENIED
2707,24,3,2017,30,3,2017,H1B,HONG KONG SUPERMARKET OF MONTEREY PARK LTD,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,445110.0,1,Y,54974.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,56000.0,0.0,Year,N,N,CA,91754,DENIED
2708,12,12,2016,16,12,2016,H1B,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541611.0,1,Y,146058.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,162000.0,0.0,Year,N,N,CA,94111,CERTIFIED
2709,13,3,2017,20,3,2017,H1B,THE MADRONE SCHOOL,WA,UNITED STATES OF AMERICA,ANALYSTS,61111.0,1,Y,0.0,,,,NONE,16.0,0.0,Hour,N,N,WA,98052,DENIED
2710,12,5,2015,14,6,2017,H1B,GOOGLE INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,88254.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,131250.0,0.0,Year,N,N,CA,94043,CERTIFIEDWITHDRAWN
2711,24,2,2017,1,3,2017,H1B,CONCEPT SYSTEMS INC,NY,UNITED STATES OF AMERICA,MULTIMEDIA ARTISTS AND ANIMATORS,541611.0,1,Y,32344.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,35000.0,36000.0,Year,N,N,NY,14850,DENIED
2713,3,3,2016,1,6,2017,H1B,CONVEXITY CAPITAL MANAGEMENT LP,MA,UNITED STATES OF AMERICA,ANALYSTS,523920.0,1,Y,105706.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,150000.0,150000.0,Year,N,N,MA,2116,CERTIFIEDWITHDRAWN
2715,2,6,2017,7,6,2017,H1B,LSU AGRICULTURAL CENTER,LA,UNITED STATES OF AMERICA,ENTERTAINMENT,611310.0,1,Y,42931.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,42000.0,0.0,Year,N,N,LA,70803,DENIED
2716,25,1,2017,27,1,2017,H1B,PHARMACY MANAGEMENT SERVICES,TX,UNITED STATES OF AMERICA,MARKETING,446110.0,1,Y,97885.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,97885.0,0.0,Year,N,N,TX,77042,DENIED
2717,20,3,2017,24,3,2017,H1B,INFOSYS LIMITED,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,73570.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,75450.0,0.0,Year,Y,N,AZ,85027,CERTIFIED
2718,13,3,2017,17,3,2017,H1B,AMERICAN SURVEYING and MAPPING INC,FL,UNITED STATES OF AMERICA,ANALYSTS,54137.0,1,Y,24.79,Hour,Other,2016.0,OFLC ONLINE DATA CENTER,24.79,0.0,Hour,N,N,FL,32803,CERTIFIED
2719,21,7,2016,7,6,2017,H1B,ERP ANALYSTS INC,OH,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,62754.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,Y,N,TX,75082,CERTIFIEDWITHDRAWN
2720,10,2,2016,27,10,2016,H1B,JEFFERIES LLC,NY,UNITED STATES OF AMERICA,ANALYSTS,523110.0,1,Y,72800.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,85000.0,95000.0,Year,N,N,CA,94404,CERTIFIEDWITHDRAWN
2721,15,12,2016,20,12,2016,H1B,INTERSHOP COMMUNICATIONS INC,CA,UNITED STATES OF AMERICA,MARKETING,541511.0,1,Y,91541.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,125000.0,0.0,Year,N,N,IL,60173,DENIED
2722,10,3,2017,17,3,2017,H1B,WINDSOR STREET CAPITAL LP,NY,UNITED STATES OF AMERICA,ANALYSTS,523110.0,1,N,26.81,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,27.0,0.0,Hour,N,N,NY,10006,DENIED
2727,3,3,2017,7,3,2017,H1B,MORTGAGE CAPITAL PARTNERS INC,CA,UNITED STATES OF AMERICA,MARKETING,5239.0,1,Y,29.68,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,48000.0,0.0,Year,N,N,CA,90025,DENIED
2728,23,3,2017,29,3,2017,H1B,ABERCROMBIE and FITCH TRADING CO,OH,UNITED STATES OF AMERICA,ANALYSTS,44814.0,1,Y,74090.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74090.0,0.0,Year,N,N,OH,43054,CERTIFIED
2729,1,3,2017,7,3,2017,H1B,CRCARE GROUP LLC,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,621610.0,1,N,37.94,Hour,OES,2017.0,OFLC ONLINE DATA CENTER,37.94,0.0,Hour,N,N,MD,20707,DENIED
2730,20,6,2017,26,6,2017,H1B,LFNO INC,LA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611110.0,1,Y,44110.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,54390.0,0.0,Year,N,N,LA,70115,DENIED
2731,22,2,2017,28,2,2017,H1B,MANAGEMENT HEALTH SYSTEMS LLC,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,561310.0,5,Y,26.26,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,27.2,0.0,Hour,N,N,CA,92675,CERTIFIED
2732,3,6,2014,14,3,2017,H1B,MCCORMICK and COMPANY INC,MD,UNITED STATES OF AMERICA,ACCOUNTANTS,311942.0,1,Y,83387.0,Year,OES,2013.0,OFLC ONLINE DATA CENTER,86655.0,0.0,Year,N,N,MD,21031,CERTIFIEDWITHDRAWN
2736,20,1,2016,3,1,2017,H1B,SONY NETWORK ENTERTAINMENT INTERNATIONAL LLC,CA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,118082.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,144620.0,0.0,Year,N,N,CA,94404,CERTIFIEDWITHDRAWN
2738,6,10,2016,13,10,2016,H1B,ERNST and YOUNG US LLP,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541211.0,1,Y,72530.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,85536.0,0.0,Year,N,N,NC,28202,CERTIFIED
2740,14,3,2017,21,3,2017,H1B,AECOM TECHNICAL SERVICES INC,VA,UNITED STATES OF AMERICA,ANALYSTS,541330.0,1,Y,52499.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,52499.0,73500.0,Year,N,N,ND,58503,DENIED
2741,10,3,2017,12,4,2017,H1B,IT CRATS INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,68827.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,90000.0,0.0,Year,N,N,TX,75093,CERTIFIEDWITHDRAWN
2743,30,11,2016,6,12,2016,H1B,ROOTSHELL ENTERPRISE TECHNOLOGIES INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,94619.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,95000.0,0.0,Year,Y,N,CA,94085,CERTIFIED
2745,19,6,2017,24,6,2017,H1B,PRICEWATERHOUSECOOPERS LLP,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541611.0,1,Y,56846.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,82500.0,0.0,Year,N,N,TX,75201,CERTIFIED
2746,26,8,2015,9,11,2016,H1B,SRA AMERICA INC,NY,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,54434.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,54434.0,0.0,Year,N,N,NY,11747,CERTIFIEDWITHDRAWN
2747,23,2,2017,28,2,2017,H1B,INFOGAIN,CA,UNITED STATES OF AMERICA,MARKETING,541511.0,1,Y,96013.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,85322.0,105322.0,Year,Y,N,CA,95032,DENIED
2748,26,1,2017,1,2,2017,H1B,SAPA PRECISION TUBING ROCKLEDGE LLC,FL,UNITED STATES OF AMERICA,ENGINEERS,331316.0,1,Y,72426.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,72426.0,82000.0,Year,N,N,FL,32955,CERTIFIED
2750,3,2,2017,9,2,2017,H1B,THE CODDINGTON GROUP LLC,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,54.66,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,70.0,0.0,Hour,N,N,GA,30303,CERTIFIED
2751,3,5,2017,9,5,2017,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,61318.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,61318.0,87000.0,Year,Y,N,IL,60007,CERTIFIED
2752,8,2,2017,24,2,2017,H1B,MANAGEMENT HEALTH SYSTEMS LLC,FL,UNITED STATES OF AMERICA,ANALYSTS,561310.0,5,Y,26.26,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,27.2,0.0,Hour,Y,N,CA,92675,CERTIFIEDWITHDRAWN
